TRAVELER_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD,PAYMENT_DT_HOUR,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION
h005441,2308290005,1,0,0,1,5,5091801821.0,8997버거,제주특별자치도 제주시 용화로9길 5,제주특별자치도 제주시 용담이동 616-127,4848452.0,5011010900.0,2023-08,1,27000.0,8997불고기세트;8997더블불고기단;8997베이컨단품;치즈스틱,,16,부산광역시,제주
h005441,2308260015,2,0,0,1,5,2571102099.0,도두몰,제주특별자치도 제주시 서해안로 360,제주특별자치도 제주시 도두이동 697,3349093.0,5011012800.0,2023-08,1,42000.0,허쉬모찌쿠키(버라이어티팩);허쉬감귤샌드위치쿠키;허쉬녹차샌드위치쿠키;제주스노우볼;털귤이헤어핀,,18,부산광역시,제주
h005441,2308270001,2,0,0,1,5,7388600939.0,주식회사원시(선물고팡),제주특별자치도 제주시 조천읍 신북로 491-9,제주특별자치도 제주시 조천읍 함덕리 1020-2,3349112.0,5011025924.0,2023-08,3,11500.0,"제주꽃헤어핀(귤,수국);날마다네임텍;제주노리테이프공;꿈토끼헤어밴드(2종)",,09,부산광역시,제주
h005441,2308280009,2,0,0,1,5,2828101838.0,임박사영농조합법인,제주특별자치도 서귀포시 염돈로 20-12,제주특별자치도 서귀포시 강정동 2088-9,3350205.0,5013011600.0,2023-08,1,117000.0,,,20,부산광역시,제주
h005441,2308270005,3,0,0,1,5,8872501471.0,제주비바리,제주특별자치도 서귀포시 표선면 번영로 2454,제주특별자치도 서귀포시 표선면 성읍리 2873,3349234.0,5013032023.0,2023-08,1,18000.0,캐릭터슬러시,,14,부산광역시,제주
h005441,2308280004,6,0,0,1,5,8345300675.0,빌리BIKE,제주특별자치도 제주시 우도면 우도해안길 65,제주특별자치도 제주시 우도면 연평리 1737-6,4848460.0,5011033021.0,2023-08,1,40000.0,,,09,부산광역시,제주
h005441,2308280007,1,1,1,1,5,6162699123.0,굽네치킨,제주특별자치도 서귀포시 일주동로 8588,제주특별자치도 서귀포시 동홍동 116-12,3349235.0,5013010500.0,2023-08,1,39000.0,치킨+치킨+콜라;1마리-고추바사삭;1마리-갈비천왕,,13,부산광역시,제주
h005441,2308290001,2,1,1,1,5,1138638602.0,에스앤가든_MD샵,제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,3349228.0,5011025625.0,2023-08,3,22500.0,마스코트 펜;16절 PP노트;루시카페PP텀블러,,13,부산광역시,제주
h005448,2308270005,1,0,0,1,2,2910401340.0,성산포흑돈애,제주특별자치도 서귀포시 성산읍 한도로 67,제주특별자치도 서귀포시 성산읍 오조리 351-1,3350310.0,5013025922.0,2023-08,1,72000.0,일출봉 뿔흑돼지;해물된장찌개 ,,18,서울특별시,제주
h005448,2308280004,1,0,0,1,2,2158665050.0,탐앤탐스,제주특별자치도 제주시 구좌읍 일주동로 1921,제주특별자치도 제주시 구좌읍 김녕리 4195,3349235.0,5011025634.0,2023-08,1,13300.0,제주녹차 탐앤치노;ICE 바닐라빈 라떼,,12,서울특별시,제주
h005448,2308280005,1,0,0,1,2,8663301241.0,곰막,제주특별자치도 제주시 구좌읍 구좌해안로 64,제주특별자치도 제주시 구좌읍 동복리 667-1,3349024.0,5011025621.0,2023-08,1,61000.0,고등어회2인세트,,14,서울특별시,제주
h005448,2308280007,1,0,0,1,2,5863400867.0,카페청굴물,제주특별자치도 제주시 구좌읍 김녕로1길 75-1,제주특별자치도 제주시 구좌읍 김녕리 1296,4847346.0,5011025634.0,2023-08,1,10000.0,젤라또)요거트 ,,16,서울특별시,제주
h005448,2308290001,1,0,0,1,2,3225400432.0,도립,제주특별자치도 제주시 구좌읍 행원로5길 33,제주특별자치도 제주시 구좌읍 행원리 1428,4849098.0,5011025627.0,2023-08,1,61000.0,타코;옥돔 파스타;안심 스테이크 ,,12,서울특별시,제주
h005448,2308290002,1,0,0,1,2,7541901622.0,카페치즈태비,제주특별자치도 제주시 구좌읍 행원로7길 18-9,제주특별자치도 제주시 구좌읍 행원리 610,4849099.0,5011025627.0,2023-08,1,21500.0,카이막+미니토스트;바닐라라떼;핀란드 티,,12,서울특별시,제주
h005448,2308290005,1,0,0,1,2,3810202600.0,김녕미항,제주특별자치도 제주시 구좌읍 구좌해안로 214,제주특별자치도 제주시 구좌읍 김녕리 4213,3349024.0,5011025634.0,2023-08,1,30000.0,회국수;회덮밥 ,,18,서울특별시,제주
h005448,2308290006,1,0,0,1,2,7392900282.0,레이트애프터눈,제주특별자치도 제주시 조천읍 함덕8길 56-1,제주특별자치도 제주시 조천읍 함덕리 1505,4849057.0,5011025924.0,2023-08,1,28000.0,글라스와인;띤또 데 베라노;통호밀크래커,,20,서울특별시,제주
h005448,2308280009,1,2,2,1,2,6163024255.0,김녕킹마트,제주특별자치도 제주시 구좌읍 김녕로 124,제주특별자치도 제주시 구좌읍 김녕리 1691-2,3349030.0,5011025634.0,2023-08,1,22830.0,바밤바;(신)육개장사발면;모듬쌈;옐로우테일버블즈로제;아이시스1L,,19,서울특별시,제주
h005448,2308300002,2,3,3,1,2,5012829877.0,베이커블,제주특별자치도 제주시 노형7길 9-5,제주특별자치도 제주시 노형동 3800-9,4849228.0,5011012200.0,2023-08,1,21900.0,에그타르트;말차에그타르트;레몬치즈타르트;피스타치오 타르트;감자스콘,,10,서울특별시,제주
h005455,2308310007,1,0,0,1,2,1842901462.0,단골손님,제주특별자치도 서귀포시 칠십리로 157,제주특별자치도 서귀포시 서귀동 101-4,3350263.0,5013010100.0,2023-08,1,21000.0,,,20,인천광역시,제주
h005455,2309010001,1,0,0,1,2,2631500546.0,김가네해물뚝배기,제주특별자치도 서귀포시 칠십리로 55,제주특별자치도 서귀포시 서귀동 669-4,3350263.0,5013010100.0,2023-09,1,20000.0,해물뚝배기,,07,인천광역시,제주
h005455,2309010005,1,0,0,1,2,3580800453.0,구엄소금,제주특별자치도 제주시 애월읍 구엄길 96,제주특별자치도 제주시 애월읍 구엄리 1285-1,4847246.0,5011025324.0,2023-09,1,7000.0,,,13,인천광역시,제주
h005455,2309010009,1,0,0,1,2,6162949473.0,바다밥상,제주특별자치도 서귀포시 천지연로 16,제주특별자치도 서귀포시 서귀동 771-5,3350260.0,5013010100.0,2023-09,1,53000.0,갈치조림(중);공기밥,,18,인천광역시,제주
h005455,2309020002,1,0,0,1,2,6163062002.0,비케이호텔인제주,제주특별자치도 서귀포시 칠십리로91번길 12,제주특별자치도 서귀포시 서귀동 777-1,4850892.0,5013010100.0,2023-09,1,20000.0,,,19,인천광역시,제주
h005455,2309020004,1,0,0,1,2,6860302195.0,카페물썹,제주특별자치도 서귀포시 성산읍 신천동로 130-29,제주특별자치도 서귀포시 성산읍 신천리 24,3350190.0,5013025930.0,2023-09,1,15000.0,아메리카노(ice);쿠키;감귤에이드;스콘,,11,인천광역시,제주
h005455,2309010002,1,1,1,1,2,2330301518.0,김희선제주,제주특별자치도 제주시 어영길 45-6,제주특별자치도 제주시 용담삼동 1129-2,4848235.0,5011011000.0,2023-09,1,27000.0,몸국,,12,인천광역시,제주
h005455,2309020003,1,2,2,1,2,6168606176.0,주식회사 비앤리월드,제주특별자치도 서귀포시 보목로64번길 178,제주특별자치도 서귀포시 보목동 1453,4850280.0,5013011000.0,2023-09,1,6300.0,플레인 스콘;(ICE)아메리카노;(ICE)보라멜라,,10,인천광역시,제주
h005459,2308300001,1,0,0,1,2,6020825948.0,더봉이칼국수전문점,제주특별자치도 서귀포시 표선면 표선동서로 138,제주특별자치도 서귀포시 표선면 표선리 1466-2,3350285.0,5013032021.0,2023-08,1,23000.0,콩칼국수;한치비빔칼국수,,14,서울특별시,제주
h005459,2308300005,1,0,0,1,2,5071814752.0,샤브마니아,제주특별자치도 서귀포시 신서귀로 45,제주특별자치도 서귀포시 법환동 735-4,3350183.0,5013010200.0,2023-08,1,91200.0,스페셜(해물+피쉬);음료,,21,서울특별시,제주
h005459,2308310005,1,0,0,1,2,4961700591.0,삿뽀로우동집,제주특별자치도 서귀포시 동홍동로26번길 8,제주특별자치도 서귀포시 동홍동 104-5,4850183.0,5013010500.0,2023-08,1,39500.0,왕새우튀김우동;김치어묵우동;모듬튀김,,20,서울특별시,제주
h005459,2309010002,1,0,0,1,2,8995300124.0,CU,제주특별자치도 서귀포시 안덕면 동광로 257,제주특별자치도 서귀포시 안덕면 동광리 387,3350338.0,5013031028.0,2023-09,1,14900.0,스윗아메리카노;레쓰비)캔;매실사과에이드;빅컵얼음;빙그레바나나우유,,00,서울특별시,제주
h005459,2309010006,1,0,0,1,2,7220202927.0,뉴욕버거,제주특별자치도 제주시 삼무로 26,제주특별자치도 제주시 연동 261-21,3349083.0,5011013700.0,2023-09,1,12300.0,페퍼로니버거;치킹버거(갈릭)세트-,,20,서울특별시,제주
h005459,2309010007,1,0,0,1,2,6901500452.0,삼무국수,제주특별자치도 제주시 삼무로3길 46-1,제주특별자치도 제주시 연동 271-10,4847823.0,5011013700.0,2023-09,1,18000.0,고기국수;고기비빔국수 ,,20,서울특별시,제주
h005461,2308280006,1,0,0,1,2,7661601532.0,숙성도,제주특별자치도 제주시 노연로 48,제주특별자치도 제주시 노형동 940,3349041.0,5011012200.0,2023-08,1,52000.0,720이백살;720숙성삼겹살;된장술밥 ,,18,인천광역시,제주
h005461,2308290004,1,0,0,1,2,4271901040.0,회춘,제주특별자치도 제주시 조천읍 신북로 489,제주특별자치도 제주시 조천읍 함덕리 1015-1,3349112.0,5011025924.0,2023-08,1,40000.0,함덕 2인세트 (비빔밥 정식 + 고등어 구이 중),,14,인천광역시,제주
h005461,2308300001,1,0,0,1,2,6114400221.0,제주모다정,제주특별자치도 제주시 원노형6길 12,제주특별자치도 제주시 노형동 928-13,4848495.0,5011012200.0,2023-08,1,20000.0,제주육개장 ,,11,인천광역시,제주
h005461,2308300005,1,0,0,1,2,6168535636.0,빽다방 베이커리,제주특별자치도 제주시 서해안로 291-5,제주특별자치도 제주시 도두이동 1679,3349093.0,5011012800.0,2023-08,1,5500.0,황금캐모마일티(HOT);빽S카페라떼(ICED),,17,인천광역시,제주
h005461,2308300007,1,0,0,1,2,4318700563.0,주식회사 순옥이네명가,제주특별자치도 제주시 도공로 8,제주특별자치도 제주시 도두일동 2615-5,3349050.0,5011012700.0,2023-08,1,40000.0,고등어구이(공기밥별도);순옥이네물회;전복죽,,20,인천광역시,제주
h005461,2308310003,1,0,0,1,2,2803500215.0,제주분식,제주특별자치도 제주시 귀아랑길 23,제주특별자치도 제주시 연동 311-2,4847277.0,5011013700.0,2023-08,1,31000.0,돔베라면;전복김밥;돔베김밥;만두4개,,11,인천광역시,제주
h005461,2308280009,2,0,0,1,2,2068650913.0,이마트,제주특별자치도 제주시 1100로 3348,제주특별자치도 제주시 노형동 919,3020003.0,5011012200.0,2023-08,1,11980.0,(제주)쑥오메기떡;미국산 캔디포도;제주담은감귤한라봉주스,,21,인천광역시,제주
h005461,2308290002,2,0,0,1,2,4748502394.0,LONDON BAGLE MUSEUM ,제주특별자치도 제주시 구좌읍 동복로 85,제주특별자치도 제주시 구좌읍 동복리 719-1,3349058.0,5011025621.0,2023-08,1,36700.0,Bricklane sandwich;Salt butter bagel;Potato cheese bagel;Sweet pumpkin bagel;Cinnamon pecan bagel,,13,인천광역시,제주
h005461,2308290003,2,0,0,1,2,8320302425.0,943Studiol,제주특별자치도 제주시 조천읍 함덕16길 52-1,제주특별자치도 제주시 조천읍 함덕리 1255,4849041.0,5011025924.0,2023-08,1,18000.0,no.4 물결 12mini,,14,인천광역시,제주
h005461,2308290005,2,0,0,1,2,6392601092.0,사기냥,제주특별자치도 제주시 조천읍 신북로 453,제주특별자치도 제주시 조천읍 함덕리 3215-6,3349112.0,5011025924.0,2023-08,1,15000.0,냥(실리콘)코스터;고로스티커_치즈냥커버;냥키링_heart,,16,인천광역시,제주
h005461,2308300008,2,0,0,1,2,6161355770.0,GS25,제주특별자치도 제주시 일주서로 7519,제주특별자치도 제주시 이호일동 1918-6,3349236.0,5011012500.0,2023-08,1,5900.0,하우스밀감8입 ,,21,인천광역시,제주
h005461,2308310002,2,0,0,1,2,1484200170.0,제주하멜,제주특별자치도 제주시 노형2길 51-3,제주특별자치도 제주시 노형동 3814-1,4849225.0,5011012200.0,2023-08,1,34000.0,cheesemon ,,10,인천광역시,제주
h005461,2308300005,1,0,0,2,2,6168535636.0,빽다방 베이커리,제주특별자치도 제주시 서해안로 291-5,제주특별자치도 제주시 도두이동 1679,3349093.0,5011012800.0,2023-08,1,2500.0,[빵]호두콩콩 단팥빵,,17,인천광역시,제주
h005461,2308290006,1,1,1,1,2,4242100614.0,제주아이드림,제주특별자치도 제주시 동문로4길 19,제주특별자치도 제주시 일도일동 1102-32,4847601.0,5011010100.0,2023-08,1,4000.0,,,17,인천광역시,제주
h005461,2308280002,2,1,1,1,2,5622200816.0,CU,제주특별자치도 제주시 원노형4길 1,제주특별자치도 제주시 노형동 928,4848493.0,5011012200.0,2023-08,1,8700.0,미네랄워터;남양)요구르트;맛밤;매일)두유99.9팩;친환경봉투판매용,,21,인천광역시,제주
h005461,2308300005,1,2,2,1,2,3973300275.0,CU,제주특별자치도 제주시 서광로 166,제주특별자치도 제주시 오라일동 2440-7,3349090.0,5011011900.0,2023-08,1,6900.0,영광)혼합과일3종;제주삼다수P;영광)바나나,,16,인천광역시,제주
h005461,2308290004,2,3,3,1,2,6970402324.0,함덕오메기방앗간,제주특별자치도 제주시 조천읍 신북로 473,제주특별자치도 제주시 조천읍 함덕리 3093-2,3349112.0,5011025924.0,2023-08,1,3000.0,,,14,인천광역시,제주
h005461,2308290007,2,4,4,1,2,7208700099.0,(주)삼송빵집,제주특별자치도 제주시 1100로 3348,제주특별자치도 제주시 노형동 919,3020003.0,5011012200.0,2023-08,1,2800.0,ICE)아메리카노,,18,인천광역시,제주
h005462,2308290009,1,0,0,1,2,6162865888.0,고기왕,제주특별자치도 제주시 애월읍 하귀12길 4,제주특별자치도 제주시 애월읍 하귀1리 530-9,4848942.0,5011025340.0,2023-08,1,113000.0,한라SET;소주;공기밥;음료수;흑돼지오겹살,,20,서울특별시,제주
h005462,2308300003,1,0,0,1,2,8531601821.0,앙뚜아네트,제주특별자치도 제주시 서해안로 671,제주특별자치도 제주시 용담삼동 503-5,3349093.0,5011011000.0,2023-08,1,27000.0,하르방 팡도르;뺑오쇼콜라;아이스 바닐라라떼;아이스 아메리카노,,13,서울특별시,제주
h005462,2308300004,1,0,0,1,2,7578701974.0,(주)동문올레수산,제주특별자치도 제주시 관덕로14길 10,제주특별자치도 제주시 이도일동 1349-5,4847160.0,5011010300.0,2023-08,1,25000.0,,,14,서울특별시,제주
h005462,2308310002,1,0,0,1,2,4258700175.0,주식회사 해녀촌,제주특별자치도 제주시 구좌읍 동복로 33,제주특별자치도 제주시 구좌읍 동복리 1502-1,3349058.0,5011025621.0,2023-08,1,24000.0,,,11,서울특별시,제주
h005462,2308310004,1,0,0,1,2,7880701618.0,피즈,제주특별자치도 제주시 애월읍 애월로 29,제주특별자치도 제주시 애월읍 애월리 2481-3,3349129.0,5011025334.0,2023-08,1,28000.0,피즈버거;아메리칸버거;치즈갈릭감자튀김;제로콜라,,14,서울특별시,제주
h005462,2308300006,2,0,0,1,2,2421001034.0,본초불닭발,제주특별자치도 제주시 구좌읍 김녕로 80,제주특별자치도 제주시 구좌읍 김녕리 3555,3349030.0,5011025634.0,2023-08,1,20000.0,,,17,서울특별시,제주
h005462,2308300004,1,0,0,2,2,2530301642.0,야시장 맛통령,제주특별자치도 제주시 관덕로14길 16,제주특별자치도 제주시 이도일동 1434,4847160.0,5011010300.0,2023-08,1,10000.0,,,15,서울특별시,제주
h005462,2308310005,2,1,1,1,2,2808501524.0,카페노티드,제주특별자치도 제주시 애월읍 애월로1길 24-9,제주특별자치도 제주시 애월읍 애월리 2527-3,4848221.0,5011025334.0,2023-08,1,15800.0,라즈베리 도넛;초코푸딩 도넛;(I)아메리카노(곰);스트로베리크림 도넛;TO GO,,15,서울특별시,제주
h005462,2308300004,2,2,2,1,2,7265200800.0,제라헌,제주특별자치도 제주시 동문로4길 24,제주특별자치도 제주시 일도일동 1481-4,4847601.0,5011010100.0,2023-08,1,11000.0,109번 8종 혼합 ,,15,서울특별시,제주
h005464,2308270005,1,0,0,1,2,6178548148.0,관덕정분식,제주특별자치도 제주시 관덕로8길 7-9,제주특별자치도 제주시 일도일동 1448,4847168.0,5011010100.0,2023-08,1,16500.0,관덕정떡볶이;제주흑돼지덮밥,,18,전라남도,제주
h005464,2308270006,1,0,0,1,2,8350301556.0,우무공항,제주특별자치도 제주시 관덕로8길 40-1,제주특별자치도 제주시 삼도이동 193-2,4847168.0,5011010600.0,2023-08,1,13600.0,커스터드;땅콩,,19,전라남도,제주
h005464,2308280006,1,0,0,1,2,7850501177.0,카페살레,제주특별자치도 제주시 우도면 우도해안길 816,제주특별자치도 제주시 우도면 연평리 1290-2,4848460.0,5011033021.0,2023-08,1,14000.0,땅콩 아이스크림;한라봉 슬러쉬,,14,전라남도,제주
h005464,2308290004,1,0,0,1,2,1085460756.0,리치망고,제주특별자치도 제주시 서해안로 191,제주특별자치도 제주시 도두일동 1753-1,3349093.0,5011012700.0,2023-08,1,15000.0,프리미엄애플쉐이크;한라봉쉐이크,,13,전라남도,제주
h005464,2308300002,1,0,0,1,2,2991001888.0,미깡창고,제주특별자치도 제주시 애월읍 중산간서로 6710-1,제주특별자치도 제주시 애월읍 광령리 19-2,3349239.0,5011025321.0,2023-08,1,17900.0,미깡밀크티;청포도에이드;소금초코,,14,전라남도,제주
h005464,2308300005,1,0,0,1,2,4082772952.0,우동숯불,제주특별자치도 제주시 다랑곶길 27,제주특별자치도 제주시 노형동 1276-11,4847437.0,5011012200.0,2023-08,1,34000.0,통갈매기살;즉석 통갈매기살 양념;공기밥,,19,전라남도,제주
h005464,2308280004,2,0,0,1,2,1560201664.0,세븐일레븐,제주특별자치도 제주시 우도면 우도해안길 810,제주특별자치도 제주시 우도면 연평리 1290-1,4848460.0,5011033021.0,2023-08,1,2900.0,하이트)블랙보리라이트;농심)카프리썬오렌지,,12,전라남도,제주
h005464,2308280005,2,0,0,1,2,4171093157.0,우도아이,제주특별자치도 제주시 우도면 우도해안길 783,제주특별자치도 제주시 우도면 연평리 721-2,4848460.0,5011033021.0,2023-08,1,8000.0,복순 hp_동백;아이 pc_바다/우도,,14,전라남도,제주
h005464,2308280014,2,0,0,1,2,5121052145.0,메가커피,제주특별자치도 제주시 관덕로 65,제주특별자치도 제주시 일도일동 1476-37,3349016.0,5011010100.0,2023-08,1,3800.0,[포장]복숭아아이스티;샷추가;컵보증금,,20,전라남도,제주
h005464,2308290009,2,0,0,1,2,7840401518.0,아베베베이커리,제주특별자치도 제주시 동문로6길 4,제주특별자치도 제주시 일도일동 1136-2,4847602.0,5011010100.0,2023-08,1,3200.0,안돌 아몬드 브리즈 크림 도넛,,20,전라남도,제주
h005464,2308300006,2,0,0,1,2,1043495288.0,모이소,제주특별자치도 제주시 신광로8길 14,제주특별자치도 제주시 연동 262-51,4848084.0,5011013700.0,2023-08,1,40600.0,할방할망이엽서세트(4P);못생김풍경엽서세트(4P);담다청귤방향제;파스텔제주볼펜;곱닥한원형손거울,,19,전라남도,제주
h005464,2308280006,1,0,0,2,2,7850501177.0,카페살레,제주특별자치도 제주시 우도면 우도해안길 816,제주특별자치도 제주시 우도면 연평리 1290-2,4848460.0,5011033021.0,2023-08,1,3800.0,에그타르트,,14,전라남도,제주
h005464,2308300007,1,0,0,2,2,6163108780.0,망고홀릭,제주특별자치도 제주시 삼무로5길 2,제주특별자치도 제주시 연동 271-40,4847824.0,5011013700.0,2023-08,1,4500.0,노트(소);퐁당스티커,,20,전라남도,제주
h005464,2308290011,2,0,0,2,2,7190602332.0,동문랜드,제주특별자치도 제주시 동문로 6-8,제주특별자치도 제주시 일도일동 1482-1,3349056.0,5011010100.0,2023-08,1,10000.0,,,20,전라남도,제주
h005464,2308290011,2,0,0,3,2,7265200800.0,제라헌,제주특별자치도 제주시 동문로4길 24,제주특별자치도 제주시 일도일동 1481-4,4847601.0,5011010100.0,2023-08,1,2000.0,팥,,20,전라남도,제주
h005464,2308290001,1,0,0,4,2,8350301556.0,우무공항,제주특별자치도 제주시 관덕로8길 40-1,제주특별자치도 제주시 삼도이동 193-2,4847168.0,5011010600.0,2023-08,1,20400.0,초코;커스터드;망고,,19,전라남도,제주
h005464,2308280004,2,1,1,1,2,6570502115.0,섬소나이,제주특별자치도 제주시 우도면 우도해안길 814,제주특별자치도 제주시 우도면 연평리 1290-6,4848460.0,5011033021.0,2023-08,1,31000.0,우짬;백짬,,14,전라남도,제주
h005464,2308280013,2,1,1,1,2,7870402613.0,유신종합마트,제주특별자치도 제주시 동문로2길 9,제주특별자치도 제주시 일도일동 1481-2,4847600.0,5011010100.0,2023-08,1,14000.0,,,19,전라남도,제주
h005464,2308300006,2,1,1,1,2,2927500344.0,GS25,제주특별자치도 제주시 다랑곶길 19,제주특별자치도 제주시 노형동 1277-5,4847437.0,5011012200.0,2023-08,1,1200.0,동화)까스활액,,19,전라남도,제주
h005464,2308280013,2,3,3,1,2,1162601624.0,동문장인의집,제주특별자치도 제주시 동문로4길 17,제주특별자치도 제주시 일도일동 1102-3,4847601.0,5011010100.0,2023-08,1,7000.0,,,20,전라남도,제주
h005464,2308280013,2,4,4,1,2,7265200800.0,제라헌 중앙점,제주특별자치도 제주시 동문로4길 24,제주특별자치도 제주시 일도일동 1481-4,4847601.0,5011010100.0,2023-08,1,2000.0,팥,,20,전라남도,제주
h005464,2308280013,2,5,5,1,2,4294500328.0,일팔팔농수산,제주특별자치도 제주시 동문로 6-8,제주특별자치도 제주시 일도일동 1482-1,3349056.0,5011010100.0,2023-08,1,2000.0,,,20,전라남도,제주
h005466,2308280004,1,0,0,1,2,1297900160.0,효퇴국수,제주특별자치도 제주시 서사로 122-1,제주특별자치도 제주시 삼도일동 533-7,3349092.0,5011010500.0,2023-08,1,20000.0,고기국수,,13,서울특별시,제주
h005466,2308280009,1,0,0,1,2,7498801854.0,(주)원담,제주특별자치도 제주시 동광로1길 13,제주특별자치도 제주시 이도일동 1260-11,4847566.0,5011010300.0,2023-08,1,65000.0,고등어+모듬회(소);주류;탕서비스(소),,19,서울특별시,제주
h005466,2308290003,1,0,0,1,2,3230900662.0,정개,제주특별자치도 제주시 서사로21길 3,제주특별자치도 제주시 삼도일동 570-13,4847922.0,5011010500.0,2023-08,1,50000.0,갈치조림(2인),,14,서울특별시,제주
h005466,2308290005,1,0,0,1,2,7661601532.0,숙성도 F&B,제주특별자치도 제주시 노연로 48,제주특별자치도 제주시 노형동 940,3349041.0,5011012200.0,2023-08,1,77000.0,교차숙성흑돼지;720숙성삼겹살;동치미열무국수;생클라우드;콜라(제로),,21,서울특별시,제주
h005466,2308290006,1,0,0,1,2,5721501115.0,탱테일,제주특별자치도 제주시 원노형5길 19,제주특별자치도 제주시 노형동 910-1,4848494.0,5011012200.0,2023-08,1,52000.0,함덕;논)피치크러시;핑거카프레제;꿀자몽;카타르시스,,23,서울특별시,제주
h005492,2308280003,1,0,0,1,5,4320601080.0,명월리마을회,제주특별자치도 제주시 한림읍 명월로 48,제주특별자치도 제주시 한림읍 명월리 1734,3349066.0,5011025027.0,2023-08,1,5500.0,아이스티(성인);아이스티(어린이);C.ICE 명월커피;옛날과자;H.명월 떡볶이,,17,부산광역시,제주
h005492,2308280005,1,0,0,1,5,6162686685.0,신미영이네,제주특별자치도 서귀포시 대정읍 하모항구로 42,제주특별자치도 서귀포시 대정읍 하모리 770-29,3350299.0,5013025022.0,2023-08,1,102000.0,,,20,부산광역시,제주
h005492,2308300002,1,0,0,1,5,5588802562.0,주)보말(중문보말칼국수),제주특별자치도 서귀포시 천제연로 190,제주특별자치도 서귀포시 중문동 2056-4,3350258.0,5013011200.0,2023-08,1,48000.0,,,13,부산광역시,제주
h005492,2308300005,1,0,0,1,5,6162778727.0,청도,제주특별자치도 제주시 서해안로 546,제주특별자치도 제주시 용담삼동 1144,3349093.0,5011011000.0,2023-08,1,79000.0,,,19,부산광역시,제주
h005494,2308300002,1,0,0,1,3,,그랜드 하얏트 제주,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,3349041.0,5011012200.0,2023-08,1,61000.0,Sliced Octopus Leg;Chamomile Tea;Ssojito;Coca Cola Zero,,22,충청북도,제주
h005494,2308300003,1,0,0,1,3,6623400176.0,바다를본돼지2호점,제주특별자치도 제주시 정존15길 42,제주특별자치도 제주시 노형동 1055-4,4848675.0,5011012200.0,2023-08,1,93000.0,바다본흑돼지;흑목살;돌솥밥;고사리추가;해물된장찌개,,20,충청북도,제주
h005494,2308310002,1,0,0,1,3,6163109659.0,블랑로쉐,제주특별자치도 제주시 우도면 우도해안길 783,제주특별자치도 제주시 우도면 연평리 721-2,4848460.0,5011033021.0,2023-08,1,21100.0,우도땅콩아이스크림;우도땅콩밀크,,12,충청북도,제주
h005494,2308310004,1,0,0,1,3,6162832524.0,마를린먼로,제주특별자치도 제주시 우도면 우도해안길 792,제주특별자치도 제주시 우도면 연평리 1197-4,4848460.0,5011033021.0,2023-08,3,42500.0,"크림/버거;SET2 버거(2개),감귤,콜라",,13,충청북도,제주
h005494,2308310008,1,0,0,1,3,6873700365.0,오늘도회는뜬다,제주특별자치도 제주시 조천읍 함덕13길 1-1,제주특별자치도 제주시 조천읍 함덕리 1002-17,4849039.0,5011025924.0,2023-08,1,89000.0,모둠회(중);맥주;음료,,19,충청북도,제주
h005494,2309010002,1,0,0,1,3,2191562827.0,해녀김밥본점,제주특별자치도 제주시 조천읍 함덕로 40,제주특별자치도 제주시 조천읍 함덕리 산 14-13,3349217.0,5011025924.0,2023-09,1,29000.0,해녀해물라면;해녀김밥;전복김밥;제로콜라,,09,충청북도,제주
h005494,2308310001,2,0,0,1,3,1018110173.0,Dream Bag,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,3349041.0,5011012200.0,2023-08,1,39000.0,잔스포츠 하프파인트,,22,충청북도,제주
h005494,2309010006,2,0,0,1,3,7840401518.0,아베베베이커리,제주특별자치도 제주시 동문로6길 4,제주특별자치도 제주시 일도일동 1136-2,4847602.0,5011010100.0,2023-09,1,34800.0,함덕 옛날 옥수수;영실목장 순수우유;제주 오메기떡 소;한담 피스타치오;사려니 크림 왕밤,,15,충청북도,제주
h005494,2308300002,1,0,0,2,3,1018110173.0,롯데관광개발(주),제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,3349041.0,5011012200.0,2023-08,1,61000.0,,,23,충청북도,제주
h005494,2308310001,2,0,0,2,3,1018110173.0,HAN COLLECTION,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,3349041.0,5011012200.0,2023-08,1,87200.0,스티치 포인트 데님 팬츠,,09,충청북도,제주
h005494,2308310001,2,0,0,3,3,1018110173.0,HAN COLLECTION,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,3349041.0,5011012200.0,2023-08,1,212000.0,단작버튼니트 KHAKI FREE;카고롱스커트 DARKGREY FREE;HR 위카르 PINK FREE;어텀원피스 BLUE FREE;콜JK DENIM FREE,,09,충청북도,제주
